"username","script_id","script_title","step_id","step_index","step_type","prompt","requirement","transcript","is_answered","word_count","char_count","module_total_steps","module_answered_steps","module_completed","module_completion_pct","updated_at","sun_sign","moon_sign","venus_sign","casa_cuatro_sign","descendente_sign","nodo_lunar_sign","casa_solar","casa_karma"
"Sofia_Astro","venus","Venus","[5] Complicaciones","5","default","¿Que complicaciones trae tu forma de dar y esperar cariño en la relación?","El usuario debe identificar complicaciones relacionadas con el cariño.","Respuesta detallada de Sofia_Astro para la pregunta ¿Que complicaciones trae tu forma de dar y esperar cariño en la relación?","1","20","125","7","7","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","venus","Venus","[6] Dudas","6","default","Has hecho un excelente trabajo. ¿Tienes alguna duda para Fer o Gaby?","El usuario puede expresar dudas o preguntas.","Respuesta detallada de Sofia_Astro para la pregunta Has hecho un excelente trabajo. ¿Tienes alguna duda para Fer o Gaby?","1","19","120","7","7","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","venus","Venus","[7] Siguiente leccion","7","default","!Felicidades! Has terminado la primer lección. A continuación hablaremos sobre el karma y tendencias.","Final de Venus y de la primera lección.","Respuesta detallada de Sofia_Astro para la pregunta !Felicidades! Has terminado la primer lección. A continuación hablaremos sobre el karma y tendencias.","1","21","153","7","7","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","infancia","Infancia","[1] Infancia","1","default","¿Cómo describirías tu infancia?","El usuario debe describir cómo fue su infancia.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cómo describirías tu infancia?","1","11","83","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","infancia","Infancia","[2] Padre","2","default","¿Cómo era tu padre, cómo fue su relación?","El usuario debe describir a su padre y su relación con él.","De la figura paterna aprendí el valor del trabajo constante, la disciplina y el sentido de responsabilidad.","1","17","107","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","infancia","Infancia","[3] Relación con Padre","3","default","¿Cómo crees que afecta la relación con tu padre tu relación de pareja hoy en día?","El usuario debe reflexionar sobre el impacto de la relación paterna en su pareja actual.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cómo crees que afecta la relación con tu padre tu relación de pareja hoy en día?","1","23","133","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","infancia","Infancia","[4] Madre","4","default","¿Cómo describirías a tu madre, cómo fue su relación?","El usuario debe describir a su madre y su relación con ella.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cómo describirías a tu madre, cómo fue su relación?","1","16","104","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","infancia","Infancia","[5] Amor Materno","5","default","¿Cómo afectó el amor que recibiste de tu madre tu forma de amar?","El usuario debe explicar cómo influyó el amor materno en su propia forma de amar.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cómo afectó el amor que recibiste de tu madre tu forma de amar?","1","20","116","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","infancia","Infancia","[6] Relación de Padres","6","default","¿Cómo fue la relación de tus padres y cómo afecta tu relación?","El usuario debe analizar la relación de sus padres y su impacto en su vida de pareja.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cómo fue la relación de tus padres y cómo afecta tu relación?","1","19","114","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","infancia","Infancia","[7] Hogar Actual","7","default","¿Cómo es tu hogar el día de hoy, diferente al que creciste?","El usuario debe comparar su hogar actual con el de su infancia.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cómo es tu hogar el día de hoy, diferente al que creciste?","1","19","111","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","infancia","Infancia","[8] Trabajo Personal","8","default","¿Cuáles crees que son las cosas que tienes que trabajar sobre tu infancia?","El usuario debe identificar aspectos de su infancia que debe trabajar.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuáles crees que son las cosas que tienes que trabajar sobre tu infancia?","1","20","126","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","infancia","Infancia","[9] Siguiente paso","9","default","¡Felicidades! Vas por muy buen camino. A continuación hablaremos sobre tu descendente.","Final de infancia.","Respuesta detallada de Sofia_Astro para la pregunta ¡Felicidades! Vas por muy buen camino. A continuación hablaremos sobre tu descendente.","1","19","138","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","descendente","Descendente","[1] Inicio","1","default","¿Cómo inició la relación?","El usuario debe relatar cómo comenzó su relación de pareja.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cómo inició la relación?","1","11","77","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","descendente","Descendente","[2] Dinámica","2","default","¿Cómo se llevan? ¿Cuál es la dinámica de la relación?","El usuario debe describir la dinámica y convivencia en su relación.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cómo se llevan? ¿Cuál es la dinámica de la relación?","1","17","105","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","descendente","Descendente","[3] Pareja","3","default","¿Cómo describirías a tu pareja?","El usuario debe describir la personalidad y características de su pareja.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cómo describirías a tu pareja?","1","12","83","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","descendente","Descendente","[4] Autodescripción","4","default","¿Cómo eres tú como pareja? ¿Cómo te describirías?","El usuario debe describir cómo se comporta como pareja.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cómo eres tú como pareja? ¿Cómo te describirías?","1","15","101","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","descendente","Descendente","[5] Expectativas","5","default","¿Qué expectativas tienes de tu pareja? ¿Qué cambiarías de tu pareja?","El usuario debe expresar sus expectativas y cambios deseados en su pareja.","Respuesta detallada de Sofia_Astro para la pregunta ¿Qué expectativas tienes de tu pareja? ¿Qué cambiarías de tu pareja?","1","18","120","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","descendente","Descendente","[6] Conflictos","6","default","¿Cuáles son las causas de los conflictos o problemas en la relación?","El usuario debe identificar las causas principales de conflicto en la relación.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuáles son las causas de los conflictos o problemas en la relación?","1","19","120","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","descendente","Descendente","[7] Defectos","7","default","¿Cuáles de los defectos de tus tendencias muestras en tu relación?","El usuario debe reconocer qué defectos de sus tendencias manifiesta en la relación.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuáles de los defectos de tus tendencias muestras en tu relación?","1","18","118","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","descendente","Descendente","[8] Recomendaciones","8","default","¿Cuáles de las características “recomendadas” de tu relación crees que te hacen falta?","El usuario debe identificar qué características recomendadas le faltan desarrollar.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuáles de las características “recomendadas” de tu relación crees que te hacen falta?","1","20","138","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","descendente","Descendente","[9] Siguiente paso","9","default","¡Felicidades! Vas por muy buen camino. A continuación hablaremos sobre tu nodo lunar.","Final de descendente.","Respuesta detallada de Sofia_Astro para la pregunta ¡Felicidades! Vas por muy buen camino. A continuación hablaremos sobre tu nodo lunar.","1","20","137","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","nodo_lunar","Nodo Lunar","[1] Experiencias","1","default","¿Cuáles son las experiencias más difíciles que te ha tocado enfrentar?","El usuario debe compartir sus experiencias más difíciles.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuáles son las experiencias más difíciles que te ha tocado enfrentar?","1","18","122","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","nodo_lunar","Nodo Lunar","[2] Causas","2","default","¿Cuáles fueron las causas de esas dificultades? ¿Cómo se relacionan con tu karma?","El usuario debe relacionar las causas de sus dificultades con su karma.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuáles fueron las causas de esas dificultades? ¿Cómo se relacionan con tu karma?","1","20","133","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","nodo_lunar","Nodo Lunar","[3] Lecciones","3","default","¿Qué lecciones aprendiste de esas dificultades? ¿Cómo te hicieron cambiar?","El usuario debe explicar las lecciones aprendidas y cómo cambió.","Respuesta detallada de Sofia_Astro para la pregunta ¿Qué lecciones aprendiste de esas dificultades? ¿Cómo te hicieron cambiar?","1","17","126","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","nodo_lunar","Nodo Lunar","[4] Tendencias Kármicas","4","default","¿Cómo se reflejan tus tendencias kármicas en la relación de pareja?","El usuario debe analizar cómo se manifiestan sus tendencias kármicas en pareja.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cómo se reflejan tus tendencias kármicas en la relación de pareja?","1","18","119","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","nodo_lunar","Nodo Lunar","[5] Futuro","5","default","¿Te ves dentro de 5 años con tu pareja actual?","El usuario debe responder si se visualiza con su pareja en 5 años.","Respuesta detallada de Sofia_Astro para la pregunta ¿Te ves dentro de 5 años con tu pareja actual?","1","17","98","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","nodo_lunar","Nodo Lunar","[6] Separaciones","6","default","¿Se han separado? ¿Cuándo y cómo fue la última vez que ocurrió?","El usuario debe indicar si han tenido separaciones y cómo fueron.","Respuesta detallada de Sofia_Astro para la pregunta ¿Se han separado? ¿Cuándo y cómo fue la última vez que ocurrió?","1","19","115","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","nodo_lunar","Nodo Lunar","[7] Resentimiento","7","default","¿Cuál es el mayor resentimiento que le tienes a tu pareja?","El usuario debe reflexionar sobre el mayor resentimiento hacia su pareja.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuál es el mayor resentimiento que le tienes a tu pareja?","1","18","110","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","nodo_lunar","Nodo Lunar","[8] Cualidades a Desarrollar","8","default","¿Qué cualidades crees que tengas que desarrollar para balancear tus tendencias kármicas?","El usuario debe identificar cualidades a desarrollar para equilibrar su karma.","Respuesta detallada de Sofia_Astro para la pregunta ¿Qué cualidades crees que tengas que desarrollar para balancear tus tendencias kármicas?","1","19","140","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","nodo_lunar","Nodo Lunar","[9] Siguiente leccion","9","default","¡Felicidades! Has terminado la segunda lección.","Final de nodo lunar y de la segunda lección.","Respuesta detallada de Sofia_Astro para la pregunta ¡Felicidades! Has terminado la segunda lección.","1","13","99","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_solar","Casa Solar","[1] Área que brillas","1","default","¿Cuál es el área de tu vida en la que más brillas, en la que más eres feliz?","El usuario debe identificar el área de su vida donde más brilla y es más feliz.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuál es el área de tu vida en la que más brillas, en la que más eres feliz?","1","25","128","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_solar","Casa Solar","[2] Cualidades","2","default","¿Cuáles son las cualidades que te hacen brillar en esa área específica?","El usuario debe mencionar las cualidades que le permiten brillar en esa área.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuáles son las cualidades que te hacen brillar en esa área específica?","1","19","123","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_solar","Casa Solar","[3] Diferenciador","3","default","¿Por qué crees que te va mejor en esa área, qué haces diferente y qué tiene de especial?","El usuario debe explicar qué hace diferente y qué hace especial a esa área.","Respuesta detallada de Sofia_Astro para la pregunta ¿Por qué crees que te va mejor en esa área, qué haces diferente y qué tiene de especial?","1","25","140","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_solar","Casa Solar","[4] Pareja","4","default","¿Cuál es el rol de tu pareja en esa área, te apoya o no?","El usuario debe reflexionar sobre el apoyo y rol de su pareja en esa área.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuál es el rol de tu pareja en esa área, te apoya o no?","1","21","108","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_solar","Casa Solar","[5] Valoración","5","default","Cuando eres feliz en esa área, ¿qué es lo que recibes, qué es lo que valoras?","El usuario debe compartir qué recibe y qué es lo que valora al ser feliz en esa área.","Respuesta detallada de Sofia_Astro para la pregunta Cuando eres feliz en esa área, ¿qué es lo que recibes, qué es lo que valoras?","1","23","129","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_solar","Casa Solar","[6] Aprendizaje","6","default","¿Desde cuándo te va bien en esa área, qué es lo que aprendiste que te ayudó?","El usuario debe indicar desde cuándo le va bien y qué aprendizaje le ayudó.","Respuesta detallada de Sofia_Astro para la pregunta ¿Desde cuándo te va bien en esa área, qué es lo que aprendiste que te ayudó?","1","23","128","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_solar","Casa Solar","[7] Impacto diario","7","default","¿Cómo impacta esa área especial al resto de tu vida diaria?","El usuario debe analizar el impacto de esa área en su vida cotidiana.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cómo impacta esa área especial al resto de tu vida diaria?","1","18","111","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_solar","Casa Solar","[8] Planes o metas","8","default","¿Cuáles son tus planes o metas para esa área especial de tu vida?","El usuario debe describir sus planes y metas para esa área especial.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuáles son tus planes o metas para esa área especial de tu vida?","1","20","117","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_solar","Casa Solar","[9] Siguiente paso","9","default","¡Felicidades! Vas por muy buen camino. A continuación hablaremos sobre tu Casa del Karma.","Final de Casa Solar.","Respuesta detallada de Sofia_Astro para la pregunta ¡Felicidades! Vas por muy buen camino. A continuación hablaremos sobre tu Casa del Karma.","1","21","141","9","9","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_karma","Casa Karma","[1] Área con mayores dificultades","1","default","¿Cuál es el área de tu vida con mayores dificultades?","El usuario debe identificar el área de su vida que le genera mayores dificultades.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuál es el área de tu vida con mayores dificultades?","1","17","105","10","10","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_karma","Casa Karma","[2] Causa de problemas","2","default","¿Cuál es la causa de los problemas en esa área de la vida?","El usuario debe analizar la causa principal de las dificultades en esa área.","Respuesta detallada de Sofia_Astro para la pregunta ¿Cuál es la causa de los problemas en esa área de la vida?","1","20","110","10","10","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_karma","Casa Karma","[3] Comportamiento","3","default","¿Actúas diferente en esa área de la vida? ¿Por qué se te complica?","El usuario debe reflexionar sobre si actúa de forma distinta en esa área y por qué se complica.","Respuesta detallada de Sofia_Astro para la pregunta ¿Actúas diferente en esa área de la vida? ¿Por qué se te complica?","1","20","118","10","10","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_karma","Casa Karma","[4] Tiempo con dificultades","4","default","¿Desde cuándo has experimentado dificultades en esa área?","El usuario debe indicar desde cuándo experimenta problemas en esa área.","Respuesta detallada de Sofia_Astro para la pregunta ¿Desde cuándo has experimentado dificultades en esa área?","1","15","109","10","10","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
"Sofia_Astro","casa_karma","Casa Karma","[5] Aprendizajes","5","default","¿Qué has aprendido a través de las dificultades?","El usuario debe explicar las lecciones y aprendizajes obtenidos de las dificultades.","Respuesta detallada de Sofia_Astro para la pregunta ¿Qué has aprendido a través de las dificultades?","1","15","100","10","10","1","100.00","2025-02-28T18:00:00.000Z","Aries","Leo","Tauro","Cáncer","Libra","Acuario","Casa I","Casa VIII"
